Gene ID	Gene Name	SRR7153131	SRR7153130	SRR7153129	SRR7153128	SRR7153127	SRR7153126
Zm00001eb231390		0	0	0	0	0	0
Zm00001eb231400		0	0	0	0	0	0
Zm00001eb231410		40	25	56	16	36	29
Zm00001eb231420		24	53	98	19	21	21
Zm00001eb231430		1723	1633	2102	746	1698	1168
Zm00001eb231440		0	0	0	0	0	0
Zm00001eb231450		1	0	0	0	0	0
Zm00001eb231460		943	858	1037	443	758	705
Zm00001eb231470		8	16	12	4	11	14
Zm00001eb231480		0	0	0	0	0	0
Zm00001eb231490		991	1120	1385	420	1141	675
Zm00001eb231500		75	88	59	39	93	87
Zm00001eb231510		9	11	5	45	5	22
Zm00001eb231520		0	0	0	0	0	0
Zm00001eb231530		1	0	1	0	1	1
Zm00001eb231540		58	40	57	55	87	58
Zm00001eb231550		6	21	9	10	11	20
Zm00001eb231560		0	0	0	0	3	0
Zm00001eb231570		256	209	332	185	340	231
Zm00001eb231580		0	0	0	0	0	0
Zm00001eb231590		0	0	0	0	0	0
Zm00001eb231600		0	0	0	0	0	0
Zm00001eb231610		404	358	502	173	344	280
Zm00001eb231620		241	282	328	144	441	230
Zm00001eb231630		879	903	1035	367	972	681
Zm00001eb231640		2	3	6	2	3	3
Zm00001eb231650		1	0	1	0	4	2
Zm00001eb231660		0	0	0	0	0	0
Zm00001eb231670		0	0	0	0	0	0
Zm00001eb231680		0	0	0	0	0	0
Zm00001eb231690		0	0	0	0	0	0
Zm00001eb231700		1424	1112	931	1643	823	1314
Zm00001eb231710		0	0	0	0	2	6
Zm00001eb231720		7	17	6	4	11	13
Zm00001eb231730		0	0	0	0	0	0
Zm00001eb231740		1	0	0	0	0	2
Zm00001eb231750		0	0	1	1	0	1
Zm00001eb231760		0	0	0	0	0	0
Zm00001eb231770		252	367	445	131	347	255
Zm00001eb231780		0	0	0	0	0	0
Zm00001eb231790		161	150	192	126	156	120
Zm00001eb231800		355	455	609	154	359	298
Zm00001eb231810		278	296	289	147	173	198
Zm00001eb231820		1285	1538	1568	512	1015	864
Zm00001eb231830		881	1116	1108	404	506	550
Zm00001eb231840		129	141	155	56	134	106
Zm00001eb231850		38	29	40	17	33	34
Zm00001eb231860		346	377	426	133	268	198
Zm00001eb231870		2	1	1	0	0	0
Zm00001eb231880		0	0	0	0	0	0
Zm00001eb231890		0	0	0	0	0	0
Zm00001eb231900		0	0	0	0	0	0
Zm00001eb231910		0	0	0	0	1	0
Zm00001eb231920		0	0	0	0	0	0
Zm00001eb231930		0	0	0	0	0	0
Zm00001eb231940		7	4	1	0	0	1
Zm00001eb231950		0	0	0	0	0	0
Zm00001eb231960		24	17	62	5	15	18
Zm00001eb231970		0	0	0	1	0	0
Zm00001eb231980		0	0	0	0	0	0
Zm00001eb231990		0	1	2	2	11	12
Zm00001eb232000		172	48	137	39	7	20
Zm00001eb232010		147	80	158	114	113	86
Zm00001eb232020		1157	1106	1548	659	1413	1099
Zm00001eb232030		544	346	401	220	317	307
Zm00001eb232040		0	1	0	0	0	0
Zm00001eb232050		29	26	60	26	51	53
Zm00001eb232060		0	0	0	0	0	0
Zm00001eb232070		250	355	242	152	199	274
Zm00001eb232080		27	9	7	1	2	0
Zm00001eb232090		0	0	0	0	0	0
Zm00001eb232100		5	33	34	23	48	34
Zm00001eb232110		68	76	91	43	78	58
Zm00001eb232120		1453	1395	1546	536	667	1038
Zm00001eb232130		0	0	0	0	0	0
Zm00001eb232140		1694	2143	2221	649	1448	1066
Zm00001eb232150		608	756	912	299	411	411
Zm00001eb232160		187	236	256	76	185	166
Zm00001eb232170		1471	1569	1639	620	845	943
Zm00001eb232180		0	0	0	0	0	0
Zm00001eb232190		321	270	329	158	144	200
Zm00001eb232200		1317	1492	1811	465	1394	846
Zm00001eb232210		566	541	457	263	404	434
Zm00001eb232220		5388	5475	6145	1399	3769	2243
Zm00001eb232230		378	434	499	253	459	420
Zm00001eb232240		486	609	674	293	380	455
Zm00001eb232250		0	0	0	0	0	0
Zm00001eb232260		1682	2034	2097	853	916	1136
Zm00001eb232270		0	0	0	0	0	0
Zm00001eb232280		0	0	0	0	0	0
Zm00001eb232290		1525	1993	2163	662	944	850
Zm00001eb232300		0	1	2	0	1	0
Zm00001eb232310		243	406	362	165	346	271
Zm00001eb232320		15	27	26	10	19	32
Zm00001eb232330		0	0	0	0	0	0
Zm00001eb232340		176	313	257	32	77	84
Zm00001eb232350		0	0	0	0	0	0
Zm00001eb232360		1790	2070	2005	1039	1304	1657
Zm00001eb232370		0	0	0	0	0	0
Zm00001eb232380		0	0	0	0	0	0
Zm00001eb232390		0	0	0	0	0	0
Zm00001eb232400		79	103	160	106	98	58
Zm00001eb232410		641	761	1008	296	497	447
Zm00001eb232420		2	0	1	1	2	1
Zm00001eb232430		3	3	6	0	4	8
Zm00001eb232440		1	3	1	0	1	3
Zm00001eb232450		2535	2600	2991	1493	1368	1330
Zm00001eb232460		0	0	0	0	0	0
Zm00001eb232470		0	5	9	13	1	13
Zm00001eb232480		0	0	0	0	0	0
Zm00001eb232490		53	53	46	19	25	24
Zm00001eb232500		1	6	12	6	5	2
Zm00001eb232510		60	32	53	20	36	29
Zm00001eb232520		5746	5874	6342	3800	6379	5177
Zm00001eb232530		182	203	357	108	355	219
Zm00001eb232540		0	0	0	0	0	0
Zm00001eb232550		1	1	2	0	0	0
Zm00001eb232560		7	7	13	5	6	7
Zm00001eb232570		0	0	0	0	0	0
Zm00001eb232580		10	14	31	8	15	10
Zm00001eb232590		6	4	6	0	4	5
Zm00001eb232600		65	164	136	65	92	109
Zm00001eb232610		148	87	138	89	125	126
Zm00001eb232620		1	2	0	0	3	4
Zm00001eb232630		0	0	0	0	0	0
Zm00001eb232640		586	621	649	208	408	331
Zm00001eb232650		0	0	0	0	0	0
Zm00001eb232660		887	839	1058	444	763	709
Zm00001eb232670		424	570	538	223	238	236
Zm00001eb232680		0	0	0	0	0	0
Zm00001eb232690		265	320	376	164	212	174
Zm00001eb232700		20	34	51	21	38	32
Zm00001eb232710		764	706	970	796	322	523
Zm00001eb232720		459	480	579	201	455	311
Zm00001eb232730		0	0	0	0	1	0
Zm00001eb232740		0	0	0	0	0	0
Zm00001eb232750		0	0	0	0	0	0
Zm00001eb232760		0	0	0	0	0	0
Zm00001eb232770		0	0	0	0	0	0
Zm00001eb232780		0	1	4	0	0	1
Zm00001eb232790		0	0	0	0	0	0
Zm00001eb232800		1	0	0	0	0	0
Zm00001eb232810		1	2	1	0	0	0
Zm00001eb232820		0	0	1	0	0	0
Zm00001eb232830		0	1	1	0	0	0
Zm00001eb232840		4	2	2	2	6	2
Zm00001eb232850		7	11	6	2	2	5
Zm00001eb232860		298	244	242	111	188	155
Zm00001eb232870		9	10	9	0	1	2
Zm00001eb232880		70	84	103	25	58	40
Zm00001eb232890		0	0	1	0	0	0
Zm00001eb232900		0	0	0	0	0	0
Zm00001eb232910		316	383	462	129	444	172
Zm00001eb232920		1	1	1	3	7	0
Zm00001eb232930		4	2	3	6	11	0
Zm00001eb232940		1	1	4	1	3	1
Zm00001eb232950		19	28	33	7	20	10
Zm00001eb232960		19	28	42	27	112	57
Zm00001eb232970		5	14	31	13	49	13
Zm00001eb232980		141	165	201	89	128	144
Zm00001eb232990		9	15	17	4	45	9
Zm00001eb233000		380	299	397	166	331	312
Zm00001eb233010		3	3	3	1	3	2
Zm00001eb233020		98	155	183	100	187	175
Zm00001eb233030		323	200	342	102	163	133
Zm00001eb233040		1	4	4	1	0	2
Zm00001eb233050		36	42	48	15	23	24
Zm00001eb233060		493	288	457	145	576	279
Zm00001eb233070		11353	23208	19847	6806	20536	9662
Zm00001eb233080		1	7	3	0	1	0
Zm00001eb233090		1449	1600	1899	665	1856	999
Zm00001eb233100		304	376	386	105	241	138
Zm00001eb233110		1	27	10	7	33	31
Zm00001eb233120		0	0	0	0	0	0
Zm00001eb233130		0	0	0	0	0	0
Zm00001eb233140		1109	1113	1375	456	2491	837
Zm00001eb233150		3	0	0	1	0	0
Zm00001eb233160		0	0	0	0	0	0
Zm00001eb233170		1	0	0	1	1	1
Zm00001eb233180		0	0	0	0	0	0
Zm00001eb233190		2	5	1	3	1	1
Zm00001eb233200		309	306	254	179	271	224
Zm00001eb233210		0	0	0	0	0	0
Zm00001eb233220		0	0	0	0	0	0
Zm00001eb233230		2	1	1	0	0	2
Zm00001eb233240		43	28	34	21	41	36
Zm00001eb233250		0	8	3	0	3	6
Zm00001eb233260		0	1	0	0	0	1
Zm00001eb233270		1575	1988	2184	1413	1485	1621
Zm00001eb233280		36	22	47	11	32	24
Zm00001eb233290		68	90	112	57	41	84
Zm00001eb233300		56	113	126	78	137	91
Zm00001eb233310		0	1	1	0	0	2
Zm00001eb233320		197	180	248	78	119	138
Zm00001eb233330		0	0	0	0	0	0
Zm00001eb233340		0	0	0	0	0	0
Zm00001eb233350		85	158	210	98	179	171
Zm00001eb233360		0	0	0	0	0	0
Zm00001eb233370		60	41	116	131	56	99
Zm00001eb233380		291	267	344	207	269	286
Zm00001eb233390		0	0	0	0	0	0
Zm00001eb233400		0	0	0	0	0	0
Zm00001eb233410		0	1	1	0	0	1
Zm00001eb233420		298	385	459	380	507	552
Zm00001eb233430		0	0	0	0	0	0
Zm00001eb233440		168	170	258	106	174	161
Zm00001eb233450		1942	2069	2218	1223	2485	1655
Zm00001eb233460		0	0	0	0	0	0
Zm00001eb233470		0	0	0	0	0	0
Zm00001eb233480		0	1	0	1	3	1
Zm00001eb233490		300	346	395	138	241	201
Zm00001eb233500		61	53	52	29	51	40
Zm00001eb233510		686	660	925	217	563	380
Zm00001eb233520		57	69	74	31	63	82
Zm00001eb233530		1	2	4	4	7	4
Zm00001eb233540		1295	1312	1561	845	1194	1204
Zm00001eb233550		0	1	0	0	1	0
Zm00001eb233560		0	0	0	0	0	0
Zm00001eb233570		0	0	0	0	0	0
Zm00001eb233580		0	0	0	0	0	0
Zm00001eb233590		6	0	1	0	1	0
Zm00001eb233600		29	25	35	8	20	14
Zm00001eb233610		451	600	617	177	501	292
Zm00001eb233620		3	1	4	2	1	0
Zm00001eb233630		0	0	0	0	0	1
Zm00001eb233640		825	805	897	371	805	568
Zm00001eb233650		420	440	526	124	302	226
Zm00001eb233660		0	0	0	0	0	0
Zm00001eb233670		0	0	0	0	0	0
Zm00001eb233680		0	0	0	0	0	0
Zm00001eb233690		0	7	6	0	3	4
Zm00001eb233700		0	0	0	0	0	0
Zm00001eb233710		0	0	0	0	0	0
Zm00001eb233720		3	21	20	6	30	21
Zm00001eb233730		871	900	1007	310	759	489
Zm00001eb233740		0	0	0	0	0	0
Zm00001eb233750		0	0	0	0	0	0
Zm00001eb233760		0	0	0	0	0	3
Zm00001eb233770		511	367	565	246	458	339
Zm00001eb233780		2	0	0	1	0	1
Zm00001eb233790		0	0	0	2	0	0
Zm00001eb233800		160	202	168	98	123	133
Zm00001eb233810		0	1	0	0	0	0
Zm00001eb233820		0	0	0	0	0	0
Zm00001eb233830		2433	2293	2841	1127	2174	1446
Zm00001eb233840		298	262	433	154	315	230
Zm00001eb233850		1	1	1	3	7	1
Zm00001eb233860		0	0	0	0	0	0
Zm00001eb233870		0	0	0	0	0	0
Zm00001eb233880		7	92	83	20	34	13
Zm00001eb233890		1	0	0	0	0	0
Zm00001eb233900		0	0	0	0	0	0
Zm00001eb233910		306	233	358	119	232	157
Zm00001eb233920		10	8	15	13	29	15
Zm00001eb233930		40	37	34	16	33	35
Zm00001eb233940		212	196	393	128	177	153
Zm00001eb233950		0	0	0	0	0	0
Zm00001eb233960		204	247	260	101	189	140
Zm00001eb233970		1	0	0	1	0	0
Zm00001eb233980		3	7	1	1	1	1
Zm00001eb233990		0	0	0	0	0	0
Zm00001eb234000		0	0	0	0	0	0
Zm00001eb234010		67	76	54	27	24	36
Zm00001eb234020		20	30	32	15	16	24
Zm00001eb234030		596	614	681	271	374	335
Zm00001eb234040		0	0	0	0	0	0
Zm00001eb234050		786	856	904	470	479	610
Zm00001eb234060		415	391	460	176	301	263
Zm00001eb234070		0	0	0	0	0	0
Zm00001eb234080		37	88	106	58	118	91
Zm00001eb234090		10	19	16	22	11	12
Zm00001eb234100		9	1	3	1	1	2
Zm00001eb234110		0	0	0	0	0	0
Zm00001eb234120		0	1	1	0	6	3
Zm00001eb234130		0	1	2	0	1	0
Zm00001eb234140		0	0	0	0	0	0
Zm00001eb234150		45	48	55	44	56	59
Zm00001eb234160		575	710	924	656	525	678
Zm00001eb234170		25	31	68	34	31	39
Zm00001eb234180		0	1	0	0	0	0
Zm00001eb234190		121	144	118	47	86	73
Zm00001eb234200		293	233	335	77	84	127
Zm00001eb234210		0	0	0	0	0	0
Zm00001eb234220		0	0	0	0	0	0
Zm00001eb234230		1	6	2	1	2	1
Zm00001eb234240		2	4	1	2	1	3
Zm00001eb234250		0	0	0	0	0	0
Zm00001eb234260		111	136	212	44	73	49
Zm00001eb234270		172	180	150	71	115	114
Zm00001eb234280		0	0	0	0	0	0
Zm00001eb234290		3	3	3	0	2	2
Zm00001eb234300		1	2	3	0	1	2
Zm00001eb234310		44	96	70	39	66	68
Zm00001eb234320		11	8	13	10	9	18
Zm00001eb234330		9	10	19	8	18	10
Zm00001eb234340		0	1	2	3	0	1
Zm00001eb234350		18	18	22	21	32	30
Zm00001eb234360		0	0	0	0	0	0
Zm00001eb234370		269	240	253	105	169	144
Zm00001eb234380		682	719	1007	327	573	440
Zm00001eb234390		2945	2858	5280	1807	6042	2419
Zm00001eb234400		963	1129	1561	428	1006	895
Zm00001eb234410		1021	1278	1211	580	626	694
Zm00001eb234420		0	0	0	0	0	0
Zm00001eb234430		0	0	0	0	0	0
Zm00001eb234440		0	0	0	0	0	0
Zm00001eb234450		0	0	0	1	0	1
Zm00001eb234460		0	0	0	0	0	0
Zm00001eb234470		0	0	0	0	0	0
Zm00001eb234480		4	15	9	0	8	6
Zm00001eb234490		155	158	229	83	166	153
Zm00001eb234500		208	258	289	85	188	149
Zm00001eb234510		400	330	484	135	355	256
Zm00001eb234520		0	0	4	1	0	1
Zm00001eb234530		33	27	40	44	45	39
Zm00001eb234540		0	0	0	1	0	1
Zm00001eb234550		0	0	0	0	0	0
Zm00001eb234560		1	1	2	0	0	0
Zm00001eb234570		0	1	0	0	3	0
Zm00001eb234580		0	0	0	0	0	0
Zm00001eb234590		1	0	0	0	1	0
Zm00001eb234600		9	23	21	15	18	37
Zm00001eb234610		96	135	108	47	101	80
Zm00001eb234620		78	79	91	68	100	92
Zm00001eb234630		0	0	0	0	0	0
Zm00001eb234640		0	0	0	0	1	0
Zm00001eb234650		0	0	0	0	0	0
Zm00001eb234660		62	77	100	72	109	83
Zm00001eb234670		0	0	0	0	0	0
Zm00001eb234680		1320	1338	1735	502	1325	887
Zm00001eb234690		2	3	11	13	13	5
Zm00001eb234700		0	0	0	0	0	0
Zm00001eb234710		1	0	0	0	0	0
Zm00001eb234720		0	0	0	0	0	0
Zm00001eb234730		37	37	77	63	127	79
Zm00001eb234740		0	0	0	0	0	0
Zm00001eb234750		1	9	4	3	7	2
Zm00001eb234760		0	0	0	0	0	0
Zm00001eb234770		23	10	19	5	17	17
Zm00001eb234780		0	0	1	0	0	0
Zm00001eb234790		1	0	1	1	2	0
Zm00001eb234800		0	0	0	0	0	0
Zm00001eb234810		0	0	0	0	0	0
Zm00001eb234820		0	0	0	0	0	0
Zm00001eb234830		209	263	228	110	137	123
Zm00001eb234840		0	0	0	0	0	3
Zm00001eb234850		0	16	26	7	26	28
Zm00001eb234860		45	58	81	94	32	46
Zm00001eb234870		4	5	9	7	4	8
Zm00001eb234880		0	0	0	0	0	0
Zm00001eb234890		0	0	0	0	0	0
Zm00001eb234900		0	0	0	0	0	0
Zm00001eb234910		8	7	3	0	0	2
Zm00001eb234920		73	64	119	82	51	71
Zm00001eb234930		9	21	24	5	8	16
Zm00001eb234940		0	0	0	0	0	0
Zm00001eb234950		0	0	0	0	0	0
Zm00001eb234960		116	143	174	89	132	118
Zm00001eb234970		10	16	13	3	10	16
Zm00001eb234980		632	630	492	82	154	89
Zm00001eb234990		0	0	0	1	0	0
Zm00001eb235000		707	784	822	467	709	654
Zm00001eb235010		0	0	0	0	0	0
Zm00001eb235020		0	0	0	0	0	0
Zm00001eb235030		0	0	0	0	0	0
Zm00001eb235040		0	0	0	0	0	0
Zm00001eb235050		0	0	0	0	0	0
Zm00001eb235060		1	4	3	3	2	3
Zm00001eb235070		10	2	0	1	1	2
Zm00001eb235080		0	0	0	0	0	0
Zm00001eb235090		0	0	0	0	0	0
Zm00001eb235100		0	0	0	0	0	0
Zm00001eb235110		0	0	0	0	0	0
Zm00001eb235120		0	0	0	0	0	0
Zm00001eb235130		0	0	0	0	0	0
Zm00001eb235140		1	0	0	0	1	0
Zm00001eb235150		0	0	0	0	0	0
Zm00001eb235160		0	0	0	0	0	0
Zm00001eb235170		0	0	0	0	0	0
Zm00001eb235180		4	11	6	5	5	11
Zm00001eb235190		0	0	0	0	0	0
Zm00001eb235200		846	964	1041	409	708	615
Zm00001eb235210		4	2	2	1	1	1
Zm00001eb235220		0	0	0	0	0	1
Zm00001eb235230		38	64	71	47	61	52
Zm00001eb235240		1	6	5	3	6	0
Zm00001eb235250		0	0	0	0	0	0
Zm00001eb235260		798	759	910	272	574	515
Zm00001eb235270		329	311	513	150	270	262
Zm00001eb235280		19	18	53	17	15	19
Zm00001eb235290		0	0	0	0	0	0
Zm00001eb235300		0	0	0	0	0	0
Zm00001eb235310		0	0	0	0	0	0
Zm00001eb235320		601	782	807	251	340	363
Zm00001eb235330		1	0	0	0	1	0
Zm00001eb235340		0	0	1	4	0	4
Zm00001eb235350		0	0	0	0	0	0
Zm00001eb235360		0	0	0	0	2	1
Zm00001eb235370		6	1	3	6	7	4
Zm00001eb235380		0	0	0	0	0	0
Zm00001eb235390		0	0	0	0	0	0
Zm00001eb235400		2876	2839	3541	1370	1938	1914
Zm00001eb235410		0	0	0	0	0	0
Zm00001eb235420		27	17	31	5	31	6
Zm00001eb235430		0	0	0	0	0	0
Zm00001eb235440		0	0	0	0	0	0
Zm00001eb235450		0	2	1	0	0	1
Zm00001eb235460		39	37	52	34	43	31
Zm00001eb235470		6	2	3	3	0	5
Zm00001eb235480		2	4	1	0	0	1
Zm00001eb235490		0	0	0	0	0	0
Zm00001eb235500		0	0	0	0	0	0
Zm00001eb235510		0	0	2	2	2	0
Zm00001eb235520		0	0	0	0	0	0
Zm00001eb235530		0	0	0	0	0	0
Zm00001eb235540		2	0	0	0	0	0
Zm00001eb235550		21	5	4	1	6	0
Zm00001eb235560		35	20	15	7	5	4
Zm00001eb235570		88943	72260	102689	31304	48596	41798
Zm00001eb235580		105	104	115	50	58	71
Zm00001eb235590		21	12	31	10	16	18
Zm00001eb235600		0	0	0	0	0	0
Zm00001eb235610		0	0	0	0	0	0
Zm00001eb235620		1631	1733	1838	901	1426	1357
Zm00001eb235630		41	63	62	16	22	23
Zm00001eb235640		2	40	53	23	97	32
Zm00001eb235650		0	0	0	0	0	0
Zm00001eb235660		0	0	0	0	0	0
Zm00001eb235670		0	0	0	0	0	0
Zm00001eb235680		1	0	1	0	0	0
Zm00001eb235690		0	0	0	0	0	0
Zm00001eb235700		620	574	654	251	369	365
Zm00001eb235710		13	15	19	5	70	15
Zm00001eb235720		0	0	0	0	0	0
Zm00001eb235730		0	0	0	0	0	0
Zm00001eb235740		0	1	0	1	0	2
Zm00001eb235750		32	9	35	20	13	22
Zm00001eb235760		0	1	0	0	0	1
Zm00001eb235770		0	0	1	0	0	0
Zm00001eb235780		1	0	1	0	0	0
Zm00001eb235790		190	204	244	72	105	105
Zm00001eb235800		6	11	9	7	2	10
Zm00001eb235810		392	246	467	338	302	312
Zm00001eb235820		0	0	0	0	0	0
Zm00001eb235830		0	0	0	0	0	0
Zm00001eb235840		1070	1159	1462	813	1505	1249
Zm00001eb235850		0	7	7	0	0	12
Zm00001eb235860		341	387	490	94	259	174
Zm00001eb235870		0	0	0	0	0	0
Zm00001eb235880		1591	1901	2217	790	1737	1213
Zm00001eb235890		0	0	0	0	0	1
Zm00001eb235900		4	3	0	0	0	1
Zm00001eb235910		0	0	0	0	0	0
Zm00001eb235920		106	77	104	100	60	74
Zm00001eb235930		173	160	204	81	120	144
Zm00001eb235940		1	0	1	0	3	2
Zm00001eb235950		0	0	0	0	1	1
Zm00001eb235960		0	0	0	0	0	0
Zm00001eb235970		36	25	81	56	174	58
Zm00001eb235980		7	25	18	13	40	36
Zm00001eb235990		2	7	8	1	5	23
Zm00001eb236000		0	0	0	0	0	0
Zm00001eb236010		3	4	5	1	2	1
Zm00001eb236020		27	87	60	15	67	28
Zm00001eb236030		0	0	0	0	0	0
Zm00001eb236040		0	0	0	0	0	0
Zm00001eb236050		0	0	0	0	0	0
Zm00001eb236060		1168	852	1124	892	864	964
Zm00001eb236070		6	17	15	6	10	14
Zm00001eb236080		0	0	0	0	0	0
Zm00001eb236090		0	0	0	0	0	0
Zm00001eb236100		0	0	0	0	0	0
Zm00001eb236110		158	152	141	64	93	82
Zm00001eb236120		0	0	0	0	0	0
Zm00001eb236130		120	87	114	67	104	111
Zm00001eb236140		331	282	227	163	157	243
Zm00001eb236150		2	7	2	2	3	2
Zm00001eb236160		417	504	447	232	326	413
Zm00001eb236170		0	0	0	0	0	0
Zm00001eb236180		0	0	0	0	0	0
Zm00001eb236190		0	0	0	0	0	0
Zm00001eb236200		0	0	0	0	0	0
Zm00001eb236210		0	0	0	0	0	0
Zm00001eb236220		0	0	0	0	0	0
Zm00001eb236230		0	0	0	0	0	0
Zm00001eb236240		0	0	0	0	0	0
Zm00001eb236250		0	0	0	0	0	0
Zm00001eb236260		0	0	0	0	0	0
Zm00001eb236270		486	317	431	122	238	219
Zm00001eb236280		0	0	0	0	0	0
Zm00001eb236290		0	0	0	0	0	0
Zm00001eb236300		0	0	0	0	0	0
Zm00001eb236310		6	3	0	0	2	0
Zm00001eb236320		558	593	626	200	505	312
Zm00001eb236330		1	0	1	0	0	0
Zm00001eb236340		239	166	362	59	292	94
Zm00001eb236350		0	0	0	0	0	0
Zm00001eb236360		1294	1743	2177	575	1326	901
Zm00001eb236370		1455	1893	1711	994	953	996
Zm00001eb236380		0	5	5	0	7	8
Zm00001eb236390		0	0	0	0	0	0
Zm00001eb236400		0	0	0	0	0	0
Zm00001eb236410		291	300	402	124	259	203
Zm00001eb236420		0	0	0	0	0	0
Zm00001eb236430		0	0	0	0	0	0
Zm00001eb236440		48	99	91	47	57	79
Zm00001eb236450		1446	1642	1601	533	1359	747
Zm00001eb236460		6	4	1	1	0	1
Zm00001eb236470		0	1	1	0	0	0
Zm00001eb236480		0	0	0	0	0	0
Zm00001eb236490		131	153	134	80	148	109
Zm00001eb236500		0	0	0	0	0	0
Zm00001eb236510		14	10	28	19	77	29
Zm00001eb236520		539	485	571	223	431	311
Zm00001eb236530		1	3	2	0	1	1
Zm00001eb236540		47	47	48	32	50	42
Zm00001eb236550		0	0	0	0	0	0
Zm00001eb236560		0	1	1	0	0	0
Zm00001eb236570		0	0	0	0	0	0
Zm00001eb236580		0	0	1	0	0	1
Zm00001eb236590		0	0	0	0	0	0
Zm00001eb236600		0	0	0	0	0	0
Zm00001eb236610		0	0	0	0	0	0
Zm00001eb236620		250	235	120	26	48	53
Zm00001eb236630		0	0	0	0	0	0
Zm00001eb236640		0	0	1	0	1	0
Zm00001eb236650		1280	1252	1439	581	1043	869
Zm00001eb236660		0	0	0	0	0	0
Zm00001eb236670		0	0	0	0	0	0
Zm00001eb236680		1413	1239	1660	634	944	1010
Zm00001eb236690		0	0	0	0	0	0
Zm00001eb236700		41	42	64	25	55	40
Zm00001eb236710		4	7	7	3	6	1
Zm00001eb236720		0	0	0	0	0	0
Zm00001eb236730		0	0	0	0	0	0
Zm00001eb236740		0	0	0	0	0	0
Zm00001eb236750		0	0	0	0	0	0
Zm00001eb236760		1	10	32	17	4	52
Zm00001eb236770		0	0	0	0	0	0
Zm00001eb236780		0	0	0	0	0	0
Zm00001eb236790		0	0	0	0	0	0
Zm00001eb236800		0	0	0	0	0	0
Zm00001eb236810		2187	1627	1520	367	758	1460
Zm00001eb236820		3	44	33	62	31	32
Zm00001eb236830		6	20	22	2	6	22
Zm00001eb236840		150	96	233	55	136	47
Zm00001eb236850		0	1	1	1	4	0
Zm00001eb236860		0	0	0	0	0	0
Zm00001eb236870		0	0	0	0	0	0
Zm00001eb236880		24	20	13	11	8	27
Zm00001eb236890		0	0	1	0	0	0
Zm00001eb236900		41	59	71	41	69	68
Zm00001eb236910		490	675	606	235	500	425
Zm00001eb236920		21	4	8	9	3	6
Zm00001eb236930		0	3	4	2	4	6
Zm00001eb236940		0	0	0	0	0	0
Zm00001eb236950		0	0	0	0	0	0
Zm00001eb236960		0	0	0	0	0	1
Zm00001eb236970		4	4	6	0	4	2
Zm00001eb236980		98	129	175	102	108	148
Zm00001eb236990		374	358	395	180	282	252
Zm00001eb237000		0	0	0	0	0	0
Zm00001eb237010		0	0	0	0	0	0
Zm00001eb237020		144	111	160	48	66	84
Zm00001eb237030		0	0	0	0	0	0
Zm00001eb237040		810	981	1076	381	502	554
Zm00001eb237050		78	113	104	53	68	112
Zm00001eb237060		12	7	17	6	23	16
Zm00001eb237070		185	155	28	73	99	110
Zm00001eb237080		142	91	32	68	76	80
Zm00001eb237090		292	319	463	129	371	277
Zm00001eb237100		39	32	53	36	78	53
Zm00001eb237110		0	0	0	0	0	0
Zm00001eb237120		208	262	238	113	279	218
Zm00001eb237130		2	2	0	0	0	0
Zm00001eb237140		0	0	0	0	0	0
Zm00001eb237150		0	1	0	0	0	0
Zm00001eb237160		91	100	129	82	118	93
Zm00001eb237170		0	0	0	0	3	0
Zm00001eb237180		97	92	135	47	108	60
Zm00001eb237190		2633	2404	2377	942	975	1131
Zm00001eb237200		418	398	415	126	350	227
Zm00001eb237210		62	68	99	100	121	121
Zm00001eb237220		0	1	0	0	1	0
Zm00001eb237230		0	0	0	1	0	0
Zm00001eb237240		0	0	0	0	0	0
Zm00001eb237250		13	10	4	0	0	0
Zm00001eb237260		0	0	0	0	0	0
Zm00001eb237270		385	348	410	267	291	319
Zm00001eb237280		5	5	7	4	1	4
Zm00001eb237290		0	0	2	4	4	2
Zm00001eb237300		0	0	0	0	0	0
Zm00001eb237310		248	181	182	95	177	156
Zm00001eb237320		1	0	2	0	0	0
Zm00001eb237330		22	35	29	14	35	30
Zm00001eb237340		106	112	108	46	78	68
Zm00001eb237350		24	11	19	0	10	4
Zm00001eb237360		0	0	0	0	0	0
Zm00001eb237370		0	1	0	0	0	0
Zm00001eb237380		17	19	14	5	11	8
Zm00001eb237390		2498	2284	2293	723	1429	1083
Zm00001eb237400		1	0	0	0	0	0
Zm00001eb237410		0	0	0	0	0	0
Zm00001eb237420		0	0	0	0	0	0
Zm00001eb237430		476	675	753	407	477	539
Zm00001eb237440		139	151	275	53	102	96
Zm00001eb237450		2	0	0	0	0	1
Zm00001eb237460		448	502	536	297	531	480
Zm00001eb237470		19	14	13	0	1	5
Zm00001eb237480		298	367	290	120	161	151
Zm00001eb237490		0	0	0	0	0	0
Zm00001eb237500		5	4	14	1	11	1
Zm00001eb237510		99	122	136	70	120	120
Zm00001eb237520		9	13	9	9	10	11
Zm00001eb237530		0	0	0	0	0	0
Zm00001eb237540		1	0	0	0	1	0
Zm00001eb237550		2	1	0	1	0	0
Zm00001eb237560		0	0	0	0	0	1
Zm00001eb237570		11	16	8	9	11	17
Zm00001eb237580		0	0	0	0	0	0
Zm00001eb237590		0	0	0	0	43	3
Zm00001eb237600		0	0	0	0	0	0
Zm00001eb237610		0	0	0	0	0	0
Zm00001eb237620		0	0	0	0	0	0
Zm00001eb237630		0	0	0	0	0	0
