"go_id","go_desc","gene_count","up_count","down_count"
"GO:0046481","digalactosyldiacylglycerol synthase activity",1,1,0
"GO:0046512","sphingosine biosynthetic process",1,0,1
"GO:0046523","S-methyl-5-thioribose-1-phosphate isomerase activity",1,0,1
"GO:0046537","2,3-bisphosphoglycerate-independent phosphoglycerate mutase activity",1,0,1
"GO:0046556","alpha-L-arabinofuranosidase activity",1,0,1
"GO:0046577","long-chain-alcohol oxidase activity",1,0,1
"GO:0046621","negative regulation of organ growth",1,0,1
"GO:0046655","folic acid metabolic process",1,0,1
"GO:0046656","folic acid biosynthetic process",1,0,1
"GO:0046715","active borate transmembrane transporter activity",1,1,0
"GO:0046740","transport of virus in host, cell to cell",1,1,0
"GO:0046870","cadmium ion binding",1,0,1
"GO:0046905","15-cis-phytoene synthase activity",1,0,1
"GO:0046912","acyltransferase, acyl groups converted into alkyl on transfer",1,0,1
"GO:0046914","transition metal ion binding",1,0,1
"GO:0046940","nucleoside monophosphate phosphorylation",1,1,0
"GO:0047130","saccharopine dehydrogenase (NADP+, L-lysine-forming) activity",1,0,1
"GO:0047131","saccharopine dehydrogenase (NAD+, L-glutamate-forming) activity",1,0,1
"GO:0047150","betaine-homocysteine S-methyltransferase activity",1,1,0
"GO:0047215","indole-3-acetate beta-glucosyltransferase activity",1,0,1
"GO:0047254","2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one 2-D-glucosyltransferase activity",1,0,1
"GO:0047268","galactinol-raffinose galactosyltransferase activity",1,0,1
"GO:0047325","inositol tetrakisphosphate 1-kinase activity",1,0,1
"GO:0047372","acylglycerol lipase activity",1,1,0
"GO:0047412","N-(long-chain-acyl)ethanolamine deacylase activity",1,0,1
"GO:0047429","nucleoside-triphosphate diphosphatase activity",1,0,1
"GO:0047513","1,2-alpha-L-fucosidase activity",1,0,1
"GO:0047517","1,4-beta-D-xylan synthase activity",1,0,1
"GO:0047617","acyl-CoA hydrolase activity",1,0,1
"GO:0047631","ADP-ribose diphosphatase activity",1,0,1
"GO:0047655","allyl-alcohol dehydrogenase activity",1,0,1
"GO:0047668","amygdalin beta-glucosidase activity",1,0,1
"GO:0047701","beta-L-arabinosidase activity",1,0,1
"GO:0047746","chlorophyllase activity",1,0,1
"GO:0047918","GDP-mannose 3,5-epimerase activity",1,0,1
"GO:0048038","quinone binding",1,0,1
"GO:0048235","pollen sperm cell differentiation",1,1,0
"GO:0048280","vesicle fusion with Golgi apparatus",1,1,0
"GO:0048306","calcium-dependent protein binding",1,0,1
"GO:0048437","floral organ development",1,0,1
"GO:0048471","perinuclear region of cytoplasm",1,1,0
"GO:0048481","plant ovule development",1,1,0
"GO:0048500","signal recognition particle",1,1,0
"GO:0048509","regulation of meristem development",1,0,1
"GO:0048527","lateral root development",1,0,1
"GO:0048564","photosystem I assembly",1,0,1
"GO:0048576","positive regulation of short-day photoperiodism, flowering",1,1,0
"GO:0048658","anther wall tapetum development",1,0,1
"GO:0048826","cotyledon morphogenesis",1,1,0
"GO:0048829","root cap development",1,1,0
"GO:0048856","anatomical structure development",1,0,1
"GO:0050048","L-leucine:2-oxoglutarate aminotransferase activity",1,0,1
"GO:0050113","inositol oxygenase activity",1,0,1
"GO:0050155","ornithine(lysine) transaminase activity",1,1,0
"GO:0050224","prunasin beta-glucosidase activity",1,0,1
"GO:0050313","sulfur dioxygenase activity",1,0,1
"GO:0050321","tau-protein kinase activity",1,0,1
"GO:0050378","UDP-glucuronate 4-epimerase activity",1,1,0
"GO:0050454","coenzyme F420 hydrogenase activity",1,0,1
"GO:0050566","asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity",1,0,1
"GO:0050567","glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity",1,0,1
"GO:0050777","negative regulation of immune response",1,1,0
"GO:0050801","ion homeostasis",1,1,0
"GO:0050825","ice binding",1,1,0
"GO:0050982","detection of mechanical stimulus",1,1,0
"GO:0050994","regulation of lipid catabolic process",1,1,0
"GO:0051026","chiasma assembly",1,0,1
"GO:0051096","positive regulation of helicase activity",1,1,0
"GO:0051119","sugar transmembrane transporter activity",1,1,0
"GO:0051128","regulation of cellular component organization",1,0,1
"GO:0051131","chaperone-mediated protein complex assembly",1,1,0
"GO:0051170","import into nucleus",1,0,1
"GO:0051179","localization",1,0,1
"GO:0051208","sequestering of calcium ion",1,0,1
"GO:0051225","spindle assembly",1,0,1
"GO:0051238","sequestering of metal ion",1,0,1
"GO:0051289","protein homotetramerization",1,0,1
"GO:0051290","protein heterotetramerization",1,0,1
"GO:0051304","chromosome separation",1,1,0
"GO:0051321","meiotic cell cycle",1,0,1
"GO:0051457","maintenance of protein location in nucleus",1,0,1
"GO:0051483","terpenoid biosynthetic process, mevalonate-independent",1,0,1
"GO:0051499","D-aminoacyl-tRNA deacylase activity",1,0,1
"GO:0051510","regulation of unidimensional cell growth",1,0,1
"GO:0051513","regulation of monopolar cell growth",1,0,1
"GO:0051538","3 iron, 4 sulfur cluster binding",1,0,1
"GO:0051569","regulation of histone H3-K4 methylation",1,0,1
"GO:0051596","methylglyoxal catabolic process",1,0,1
"GO:0051607","defense response to virus",1,0,1
"GO:0051646","mitochondrion localization",1,1,0
"GO:0051651","maintenance of location in cell",1,0,1
"GO:0051702","biological process involved in interaction with symbiont",1,1,0
"GO:0051707","response to other organism",1,1,0
"GO:0051716","cellular response to stimulus",1,1,0
"GO:0051741","2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity",1,0,1
"GO:0051742","2-methyl-6-solanyl-1,4-benzoquinone methyltransferase activity",1,0,1
"GO:0051754","meiotic sister chromatid cohesion, centromeric",1,0,1
"GO:0051781","positive regulation of cell division",1,1,0
"GO:0051783","regulation of nuclear division",1,0,1
"GO:0051923","sulfation",1,1,0
"GO:0052317","camalexin metabolic process",1,0,1
"GO:0052542","defense response by callose deposition",1,1,0
"GO:0052543","callose deposition in cell wall",1,0,1
"GO:0052544","defense response by callose deposition in cell wall",1,0,1
"GO:0052592","oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor",1,0,1
"GO:0052593","tryptamine:oxygen oxidoreductase (deaminating) activity",1,0,1
"GO:0052594","aminoacetone:oxygen oxidoreductase(deaminating) activity",1,0,1
"GO:0052595","aliphatic-amine oxidase activity",1,0,1
"GO:0052596","phenethylamine:oxygen oxidoreductase (deaminating) activity",1,0,1
"GO:0052654","L-leucine transaminase activity",1,0,1
"GO:0052655","L-valine transaminase activity",1,0,1
"GO:0052656","L-isoleucine transaminase activity",1,0,1
"GO:0052725","inositol-1,3,4-trisphosphate 6-kinase activity",1,0,1
"GO:0052726","inositol-1,3,4-trisphosphate 5-kinase activity",1,0,1
"GO:0052821","DNA-7-methyladenine glycosylase activity",1,0,1
"GO:0052822","DNA-3-methylguanine glycosylase activity",1,0,1
"GO:0052852","very-long-chain-(S)-2-hydroxy-acid oxidase activity",1,0,1
"GO:0052853","long-chain-(S)-2-hydroxy-long-chain-acid oxidase activity",1,0,1
"GO:0052854","medium-chain-(S)-2-hydroxy-acid oxidase activity",1,0,1
"GO:0052856","NADHX epimerase activity",1,0,1
"GO:0052865","1-deoxy-D-xylulose 5-phosphate biosynthetic process",1,0,1
"GO:0052889","9,9'-di-cis-zeta-carotene desaturation to 7,9,7',9'-tetra-cis-lycopene",1,0,1
"GO:0052902","spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity",1,0,1
"GO:0052903","N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity",1,0,1
"GO:0052904","N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity",1,0,1
"GO:0055062","phosphate ion homeostasis",1,0,1
"GO:0055072","iron ion homeostasis",1,0,1
"GO:0055073","cadmium ion homeostasis",1,0,1
"GO:0060236","regulation of mitotic spindle organization",1,0,1
"GO:0060320","rejection of self pollen",1,1,0
"GO:0060359","response to ammonium ion",1,0,1
"GO:0060858","vesicle-mediated transport involved in floral organ abscission",1,1,0
"GO:0060866","leaf abscission",1,1,0
"GO:0061077","chaperone-mediated protein folding",1,1,0
"GO:0061087","positive regulation of histone H3-K27 methylation",1,1,0
"GO:0061157","mRNA destabilization",1,1,0
"GO:0061388","regulation of rate of cell growth",1,1,0
"GO:0061627","S-methylmethionine-homocysteine S-methyltransferase activity",1,1,0
"GO:0061650","ubiquitin-like protein conjugating enzyme activity",1,1,0
"GO:0061726","mitochondrion disassembly",1,1,0
"GO:0061815","deubiquitinase, acting on linear ubiquitin",1,0,1
"GO:0065002","intracellular protein transmembrane transport",1,1,0
"GO:0065003","protein-containing complex assembly",1,1,0
"GO:0070006","metalloaminopeptidase activity",1,0,1
"GO:0070008","serine-type exopeptidase activity",1,1,0
"GO:0070012","oligopeptidase activity",1,1,0
"GO:0070122","isopeptidase activity",1,1,0
"GO:0070127","tRNA aminoacylation for mitochondrial protein translation",1,1,0
"GO:0070158","mitochondrial seryl-tRNA aminoacylation",1,1,0
"GO:0070180","large ribosomal subunit rRNA binding",1,1,0
"GO:0070181","small ribosomal subunit rRNA binding",1,0,1
"GO:0070193","synaptonemal complex organization",1,0,1
"GO:0070291","N-acylethanolamine metabolic process",1,0,1
"GO:0070300","phosphatidic acid binding",1,0,1
"GO:0070370","cellular heat acclimation",1,0,1
"GO:0070407","oxidation-dependent protein catabolic process",1,1,0
"GO:0070417","cellular response to cold",1,0,1
"GO:0070469","respirasome",1,0,1
"GO:0070566","adenylyltransferase activity",1,0,1
"GO:0070569","uridylyltransferase activity",1,0,1
"GO:0070696","transmembrane receptor protein serine/threonine kinase binding",1,1,0
"GO:0070814","hydrogen sulfide biosynthetic process",1,0,1
"GO:0070829","heterochromatin maintenance",1,1,0
"GO:0070897","transcription preinitiation complex assembly",1,1,0
"GO:0070905","serine binding",1,0,1
"GO:0070919","production of siRNA involved in chromatin silencing by small RNA",1,0,1
"GO:0070925","organelle assembly",1,1,0
"GO:0070971","endoplasmic reticulum exit site",1,1,0
"GO:0070979","protein K11-linked ubiquitination",1,0,1
"GO:0071004","U2-type prespliceosome",1,1,0
"GO:0071013","catalytic step 2 spliceosome",1,0,1
"GO:0071226","cellular response to molecule of fungal origin",1,0,1
"GO:0071258","cellular response to gravity",1,1,0
"GO:0071339","MLL1 complex",1,0,1
"GO:0071396","cellular response to lipid",1,0,1
"GO:0071423","malate transmembrane transport",1,1,0
"GO:0071450","cellular response to oxygen radical",1,0,1
"GO:0071451","cellular response to superoxide",1,0,1
"GO:0071459","protein localization to chromosome, centromeric region",1,1,0
"GO:0071479","cellular response to ionizing radiation",1,0,1
"GO:0071482","cellular response to light stimulus",1,0,1
"GO:0071528","tRNA re-export from nucleus",1,1,0
"GO:0071596","ubiquitin-dependent protein catabolic process via the N-end rule pathway",1,1,0
"GO:0071704","organic substance metabolic process",1,0,1
"GO:0071712","ER-associated misfolded protein catabolic process",1,1,0
"GO:0071763","nuclear membrane organization",1,1,0
"GO:0071818","BAT3 complex",1,1,0
"GO:0071934","thiamine transmembrane transport",1,1,0
"GO:0072318","clathrin coat disassembly",1,1,0
"GO:0072488","ammonium transmembrane transport",1,1,0
"GO:0072502","cellular trivalent inorganic anion homeostasis",1,0,1
"GO:0072522","purine-containing compound biosynthetic process",1,0,1
"GO:0072594","establishment of protein localization to organelle",1,0,1
"GO:0072599","establishment of protein localization to endoplasmic reticulum",1,0,1
"GO:0080006","internode patterning",1,0,1
"GO:0080009","mRNA methylation",1,1,0
"GO:0080019","fatty-acyl-CoA reductase (alcohol-forming) activity",1,0,1
"GO:0080020","regulation of coenzyme A biosynthetic process",1,0,1
"GO:0080022","primary root development",1,0,1
"GO:0080025","phosphatidylinositol-3,5-bisphosphate binding",1,1,0
"GO:0080028","nitrile biosynthetic process",1,0,1
"GO:0080031","methyl salicylate esterase activity",1,0,1
"GO:0080032","methyl jasmonate esterase activity",1,0,1
"GO:0080038","positive regulation of cytokinin-activated signaling pathway",1,0,1
"GO:0080040","positive regulation of cellular response to phosphate starvation",1,0,1
"GO:0080079","cellobiose glucosidase activity",1,0,1
"GO:0080083","beta-gentiobiose beta-glucosidase activity",1,0,1
"GO:0080113","regulation of seed growth",1,1,0
"GO:0080123","jasmonate-amino synthetase activity",1,0,1
"GO:0080132","fatty acid alpha-hydroxylase activity",1,0,1
"GO:0080147","root hair cell development",1,0,1
"GO:0080157","regulation of plant-type cell wall organization or biogenesis",1,0,1
"GO:0080175","phragmoplast microtubule organization",1,0,1
"GO:0090079","translation regulator activity, nucleic acid binding",1,1,0
"GO:0090110","COPII-coated vesicle cargo loading",1,1,0
"GO:0090113","regulation of ER to Golgi vesicle-mediated transport by GTP hydrolysis",1,0,1
"GO:0090150","establishment of protein localization to membrane",1,0,1
"GO:0090307","mitotic spindle assembly",1,0,1
"GO:0090333","regulation of stomatal closure",1,1,0
"GO:0090395","plant cell papilla",1,1,0
"GO:0090415","7-hydroxymethyl chlorophyll a reductase activity",1,0,1
"GO:0090416","nicotinate transmembrane transporter activity",1,1,0
"GO:0090417","N-methylnicotinate transmembrane transporter activity",1,1,0
"GO:0090422","thiamine pyrophosphate transmembrane transporter activity",1,1,0
"GO:0090447","glycerol-3-phosphate 2-O-acyltransferase activity",1,0,1
"GO:0090501","RNA phosphodiester bond hydrolysis",1,1,0
"GO:0090503","RNA phosphodiester bond hydrolysis, exonucleolytic",1,1,0
"GO:0090626","plant epidermis morphogenesis",1,0,1
"GO:0090698","post-embryonic plant morphogenesis",1,0,1
"GO:0090735","DNA repair complex assembly",1,0,1
"GO:0097027","ubiquitin-protein transferase activator activity",1,0,1
"GO:0097157","pre-mRNA intronic binding",1,1,0
"GO:0097306","cellular response to alcohol",1,0,1
"GO:0097435","supramolecular fiber organization",1,0,1
"GO:0097552","mitochondrial double-strand break repair via homologous recombination",1,0,1
"GO:0097577","sequestering of iron ion",1,0,1
"GO:0097602","cullin family protein binding",1,1,0
"GO:0098725","symmetric cell division",1,0,1
"GO:0098772","molecular function regulator",1,0,1
"GO:0098798","mitochondrial protein-containing complex",1,0,1
"GO:0098807","chloroplast thylakoid membrane protein complex",1,0,1
"GO:0098876","vesicle-mediated transport to the plasma membrane",1,1,0
"GO:0099023","vesicle tethering complex",1,0,1
"GO:0099503","secretory vesicle",1,0,1
"GO:0102028","cystathionine gamma-synthase activity (acts on O-phosphohomoserine)",1,0,1
"GO:0102053","(-)-jasmonoyl-isoleucine synthetase activity",1,0,1
"GO:0102057","jasmonoyl-valine synthetase activity",1,0,1
"GO:0102058","jasmonoyl-leucine synthetase activity",1,0,1
"GO:0102111","gibberellin A20,2-oxoglutarate:oxygen oxidoreductase activity",1,1,0
"GO:0102158","very-long-chain 3-hydroxyacyl-CoA dehydratase activity",1,1,0
"GO:0102193","protein-ribulosamine 3-kinase activity",1,0,1
"GO:0102229","amylopectin maltohydrolase activity",1,0,1
"GO:0102293","pheophytinase b activity",1,0,1
"GO:0102343","3-hydroxy-arachidoyl-CoA dehydratase activity",1,1,0
"GO:0102344","3-hydroxy-behenoyl-CoA dehydratase activity",1,1,0
"GO:0102345","3-hydroxy-lignoceroyl-CoA dehydratase activity",1,1,0
"GO:0102360","daphnetin 3-O-glucosyltransferase activity",1,0,1
"GO:0102425","myricetin 3-O-glucosyltransferase activity",1,0,1
"GO:0102500","beta-maltose 4-alpha-glucanotransferase activity",1,0,1
"GO:0102550","2-methyl-6-geranylgeranyl-1,4-benzoquinol methyltransferase activity",1,0,1
"GO:0102552","lipoyl synthase activity (acting on glycine-cleavage complex H protein",1,1,0
"GO:0102553","lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein)",1,1,0
"GO:0102567","phospholipase A2 activity (consuming 1,2-dipalmitoylphosphatidylcholine)",1,0,1
"GO:0102568","phospholipase A2 activity consuming 1,2-dioleoylphosphatidylethanolamine)",1,0,1
"GO:0102652","gibberellin A9,2-oxoglutarate:oxygen oxidoreductase activity",1,1,0
"GO:0102682","N6-(Delta2-isopentenyl)-adenosine 5'-monophosphate phosphoribohydrolase activity",1,1,0
"GO:0102752","1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)",1,1,0
"GO:0102924","gibberellin A44,2-oxoglutarate:oxygen oxidoreductase activity",1,1,0
"GO:0102953","hypoglycin A gamma-glutamyl transpeptidase activity",1,0,1
"GO:0102965","alcohol-forming fatty acyl-CoA reductase activity",1,0,1
"GO:0103068","leukotriene C4 gamma-glutamyl transferase activity",1,0,1
"GO:0106074","aminoacyl-tRNA metabolism involved in translational fidelity",1,0,1
"GO:0106167","extracellular ATP signaling",1,0,1
"GO:0140056","organelle localization by membrane tethering",1,1,0
"GO:0140102","catalytic activity, acting on a rRNA",1,0,1
"GO:0140103","catalytic activity, acting on a glycoprotein",1,0,1
"GO:0140326","ATPase-coupled intramembrane lipid transporter activity",1,1,0
"GO:0140358","P-type transmembrane transporter activity",1,0,1
"GO:0140458","pre-transcriptional gene silencing by RNA",1,1,0
"GO:0140513","nuclear protein-containing complex",1,1,0
"GO:0140534","endoplasmic reticulum protein-containing complex",1,0,1
"GO:1900034","regulation of cellular response to heat",1,1,0
"GO:1900049","regulation of histone exchange",1,1,0
"GO:1900057","positive regulation of leaf senescence",1,0,1
"GO:1900111","positive regulation of histone H3-K9 dimethylation",1,1,0
"GO:1900363","regulation of mRNA polyadenylation",1,1,0
"GO:1900367","positive regulation of defense response to insect",1,0,1
"GO:1900425","negative regulation of defense response to bacterium",1,0,1
"GO:1901006","ubiquinone-6 biosynthetic process",1,0,1
"GO:1901177","lycopene biosynthetic process",1,0,1
"GO:1901562","response to paraquat",1,0,1
"GO:1901564","organonitrogen compound metabolic process",1,0,1
"GO:1901606","alpha-amino acid catabolic process",1,0,1
"GO:1901607","alpha-amino acid biosynthetic process",1,0,1
"GO:1901616","organic hydroxy compound catabolic process",1,1,0
"GO:1901671","positive regulation of superoxide dismutase activity",1,0,1
"GO:1901700","response to oxygen-containing compound",1,0,1
"GO:1901959","positive regulation of cutin biosynthetic process",1,0,1
"GO:1901962","S-adenosyl-L-methionine transmembrane transport",1,0,1
"GO:1901987","regulation of cell cycle phase transition",1,0,1
"GO:1902000","homogentisate catabolic process",1,0,1
"GO:1902047","polyamine transmembrane transport",1,0,1
"GO:1902182","shoot apical meristem development",1,0,1
"GO:1902221","erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",1,0,1
"GO:1902290","positive regulation of defense response to oomycetes",1,1,0
"GO:1902358","sulfate transmembrane transport",1,1,0
"GO:1902457","negative regulation of stomatal opening",1,1,0
"GO:1902458","positive regulation of stomatal opening",1,1,0
"GO:1902494","catalytic complex",1,1,0
"GO:1902806","regulation of cell cycle G1/S phase transition",1,0,1
"GO:1903046","meiotic cell cycle process",1,0,1
"GO:1903083","protein localization to condensed chromosome",1,1,0
"GO:1903409","reactive oxygen species biosynthetic process",1,0,1
"GO:1903426","regulation of reactive oxygen species biosynthetic process",1,1,0
"GO:1903457","lactate catabolic process",1,0,1
"GO:1903601","thermospermine metabolic process",1,0,1
"GO:1903830","magnesium ion transmembrane transport",1,1,0
"GO:1904161","DNA synthesis involved in UV-damage excision repair",1,1,0
"GO:1904262","negative regulation of TORC1 signaling",1,0,1
"GO:1904380","endoplasmic reticulum mannose trimming",1,0,1
"GO:1904382","mannose trimming involved in glycoprotein ERAD pathway",1,0,1
"GO:1904668","positive regulation of ubiquitin protein ligase activity",1,0,1
"GO:1905182","positive regulation of urease activity",1,0,1
"GO:1905202","methylcrotonoyl-CoA carboxylase complex",1,0,1
"GO:1905786","positive regulation of anaphase-promoting complex-dependent catabolic process",1,0,1
"GO:1990137","plant seed peroxidase activity",1,0,1
"GO:1990170","stress response to cadmium ion",1,1,0
"GO:1990189","peptide-serine-N-acetyltransferase activity",1,1,0
"GO:1990190","peptide-glutamate-N-acetyltransferase activity",1,1,0
"GO:1990380","Lys48-specific deubiquitinase activity",1,0,1
"GO:1990381","ubiquitin-specific protease binding",1,0,1
"GO:1990465","aldehyde oxygenase (deformylating) activity",1,0,1
"GO:1990641","response to iron ion starvation",1,0,1
"GO:2000011","regulation of adaxial/abaxial pattern formation",1,0,1
"GO:2000028","regulation of photoperiodism, flowering",1,1,0
"GO:2000031","regulation of salicylic acid mediated signaling pathway",1,1,0
"GO:2000070","regulation of response to water deprivation",1,1,0
"GO:2000377","regulation of reactive oxygen species metabolic process",1,0,1
"GO:2000693","positive regulation of seed maturation",1,1,0
"GO:2000904","regulation of starch metabolic process",1,0,1
"GO:2001020","regulation of response to DNA damage stimulus",1,0,1
"GO:2001070","starch binding",1,0,1
"GO:2001142","nicotinate transport",1,1,0
"GO:2001143","N-methylnicotinate transport",1,1,0
"GO:2001294","malonyl-CoA catabolic process",1,1,0
